70,47,43
13,53,21
15,81,23
90,20,11
70,47,43
36,43,21
70,47,43
84,56,22
39,73,27
54,76,89
79,36,72
52,92,63
33,30,96
31,46,60
51,99,19
44,27,55
14,57,59
91,18,83
23,98,61
88,78,83
59,76,88
30,73,52
29,14,97
31,46,60
64,80,60
79,67,65
63,56,69
82,81,83
69,89,85
61,12,87
50,32,51
64,80,60
19,24,66
39,78,99
81,67,10
83,84,72
15,53,14
19,24,66
47,20,66
28,14,76
54,70,56
73,50,80
17,52,39
64,37,71
34,30,61
72,58,72
32,22,90
57,43,23
69,54,63
61,47,15
99,61,78
70,47,43
92,49,95
91,18,83
50,32,51
67,52,94
93,26,54
81,43,35
82,34,36
39,78,99
54,66,66
70,47,43
67,27,29
29,14,97
81,43,35
50,32,51
70,47,43
73,59,54
57,43,23
47,20,66
79,36,72
41,81,40
31,61,68
60,56,22
33,96,96
53,29,11
87,79,44
73,81,30
61,12,87
28,32,98
70,47,43
73,59,54
41,51,52
60,57,24
25,84,68
81,43,35
53,90,53
49,91,36
24,95,84
61,12,87
60,56,22
91,21,80
69,89,85
28,14,76
88,49,78
44,40,37
78,76,34
60,56,22
79,36,72
55,31,64
81,43,35
57,65,85
70,47,43
82,48,94
71,45,86
82,81,83
82,81,83
14,81,52
98,52,13
18,54,88
29,14,97
99,53,25
97,56,73
25,15,65
51,99,19
78,66,88
25,15,65
52,16,95
48,97,84
29,68,51
85,41,36
91,18,83
59,18,57
25,98,33
97,60,30
67,17,11
54,81,88
95,94,90
87,80,87
59,48,38
74,17,59
84,50,41
23,32,94
81,43,35
70,47,43
74,17,59
23,32,94
50,32,51
27,38,47
29,14,97
85,21,87
19,72,45
22,34,98
44,40,37
76,36,22
38,66,23
98,64,54
66,52,35
94,10,25
91,52,22
44,27,55
67,17,11
86,69,50
34,39,81
59,65,73
58,41,35
66,17,37
49,91,36
23,32,94
70,47,43
69,84,85
82,81,83
66,17,37
70,47,43
25,15,65
23,98,61
21,82,58
73,50,80
25,15,65
67,52,94
92,25,66
49,91,36
85,21,87
87,47,36
88,78,83
76,36,22
53,51,25
18,54,88
67,67,13
49,29,79
69,89,85
45,94,62
86,77,43
11,75,86
82,56,89
64,64,68
25,84,68
97,77,19
39,78,99
94,67,25
30,77,78
88,75,73
10,49,48
72,58,72
87,79,44
28,32,98
29,10,64
30,77,78
54,81,88
63,56,69
49,91,36
94,10,25
49,29,79
39,73,27
39,62,48
44,40,37
28,14,53
72,19,19
75,64,63
34,57,82
29,68,51
17,99,33
32,22,90
67,52,94
75,64,63
29,14,97
57,65,85
92,25,66
57,43,23
78,66,88
77,51,38
39,62,48
44,40,37
84,56,22
61,12,87
82,81,83
47,23,15
70,47,43
40,63,32
87,79,44
59,65,73
49,91,36
83,84,72
10,44,91
69,89,85
99,61,78
13,53,21
82,34,36
53,90,53
51,99,19
69,84,85
81,43,35
53,90,53
79,62,10
64,37,71
51,99,19
79,36,72
83,84,72
88,57,66
88,49,78
82,56,89
95,76,84
61,12,87
12,34,36
15,81,23
74,39,66
59,48,38
92,49,95
24,95,84
70,47,43
57,43,23
59,48,38
70,43,13
64,80,60
81,43,35
38,62,81
43,81,28
67,27,29
13,77,32
87,80,87
91,18,83
99,61,78
78,59,88
91,21,80
25,15,65
48,74,96
73,50,80
54,66,66
11,75,86
12,65,36
74,39,66
97,60,30
63,56,69
96,13,57
70,47,43
27,38,47
76,87,40
71,45,86
33,96,96
69,67,44
31,46,60
54,66,66
87,80,87
40,63,32
57,43,23
73,81,30
12,65,36
89,54,20
49,91,36
81,43,35
31,76,38
34,57,82
81,43,35
90,79,85
31,47,15
19,24,66
13,77,32
87,47,36
91,52,22
94,10,25
19,89,59
57,43,23
55,31,57
72,68,25
74,13,47
73,59,54
70,47,43
21,20,75
29,14,97
47,23,15
71,45,86
17,99,33
94,57,95
69,84,85
71,45,86
50,32,51
58,41,35
59,65,73
43,84,10
22,50,38
86,69,50
97,60,30
47,23,15
10,44,91
19,72,45
21,66,47
79,36,72
81,67,10
30,77,78
31,46,60
34,30,61
64,80,60
78,66,88
57,43,23
81,43,35
58,41,35
82,48,94
98,52,13
79,26,37
19,72,45
70,47,43
29,14,97
71,45,86
72,19,19
70,43,13
81,43,35
28,14,76
25,15,65
66,17,37
44,40,37
82,81,83
74,13,47
63,56,69
82,48,94
39,62,48
83,84,72
13,53,21
36,25,80
70,47,43
31,61,68
21,20,75
89,54,20
57,43,23
60,57,24
82,48,94
39,62,48
87,79,44
63,56,69
29,14,97
72,58,72
53,40,89
25,15,65
39,73,27
59,48,38
10,49,48
38,95,29
59,48,38
66,62,94
81,43,35
23,98,61
71,45,86
55,31,64
70,47,43
73,59,54
49,91,36
37,55,74
88,49,78
13,53,21
52,99,51
94,79,97
13,53,21
76,89,36
25,15,65
49,91,36
64,64,68
94,16,57
56,81,34
81,43,35
41,51,52
73,59,54
70,47,43
89,54,20
23,98,61
73,59,54
15,81,23
44,40,37
21,66,47
36,43,21
13,53,21
29,14,97
18,51,38
71,45,86
73,50,80
57,43,23
97,77,19
39,77,42
89,54,20
47,20,66
29,68,51
39,73,27
39,73,27
67,27,29
89,57,86
29,14,97
53,29,11
97,56,73
17,99,33
85,54,46
86,19,18
48,91,71
88,75,73
37,55,74
32,22,90
70,20,65
13,53,21
71,45,86
70,43,13
59,76,88
59,48,38
40,85,34
64,64,68
66,62,94
84,56,22
92,25,66
33,34,98
98,64,54
81,43,35
78,66,88
48,97,84
89,59,63
78,76,34
61,12,87
89,54,20
53,29,11
99,53,25
70,47,43
25,15,65
14,81,52
82,81,83
39,62,48
57,10,38
49,91,36
71,45,86
87,80,87
81,32,45
43,24,37
78,66,88
41,51,52
24,95,84
70,47,43
73,59,54
66,62,94
90,79,85
57,10,38
45,96,19
88,78,83
29,14,97
54,81,88
19,24,66
73,59,54
88,85,81
81,43,35
16,87,37
81,43,35
88,85,81
52,92,63
32,22,90
38,62,81
64,37,71
59,47,87
57,43,23
50,64,15
42,54,99
64,64,68
61,12,87
53,40,89
73,50,80
81,67,10
29,14,97
70,47,43
11,75,86
69,21,92
95,76,84
86,77,43
73,59,54
30,35,99
72,19,19
59,48,38
66,62,94
61,12,87
49,91,36
69,84,85
94,16,57
39,62,48
35,37,12
15,53,14
70,43,13
90,20,11
31,76,38
53,29,11
44,40,37
81,67,10
95,94,90
38,66,23
44,40,37
77,74,17
24,28,68
28,14,53
79,67,65
60,56,22
32,22,90
94,10,25
57,43,23
95,94,90
13,53,21
50,32,51
21,75,21
48,54,57
23,32,94
64,80,60
94,79,97
25,15,65
69,36,22
15,89,10
97,46,74
25,84,68
48,91,71
47,23,15
52,99,51
39,73,27
53,29,11
82,81,83
70,47,43
73,59,54
79,26,37
25,84,68
38,66,23
34,57,82
48,74,96
69,54,63
53,29,11
93,26,54
81,43,35
12,34,36
73,59,54
15,89,10
55,31,57
60,56,22
54,81,88
33,97,72
73,59,54
44,40,37
84,50,41
73,59,54
12,65,36
71,45,86
33,14,48
11,75,86
67,67,13
11,75,86
32,22,90
61,47,94
67,17,11
33,34,98
89,59,63
15,53,14
61,12,87
92,25,66
63,56,69
70,43,13
71,45,86
19,12,89
48,91,71
40,85,34
59,18,57
31,46,60
59,18,57
93,37,65
59,33,21
88,78,83
56,81,34
57,43,23
92,25,66
73,59,54
21,75,29
61,12,87
88,78,83
54,70,56
32,22,90
81,43,35
89,54,20
90,39,52
75,64,63
29,14,97
74,39,66
21,82,58
67,52,94
49,91,36
25,15,65
67,52,94
99,53,25
74,39,66
29,14,97
46,82,86
49,92,40
87,80,87
16,18,23
11,75,86
15,81,23
71,45,86
76,89,36
13,53,21
12,34,36
66,62,94
14,57,59
34,30,61
88,75,73
56,12,96
10,49,48
21,75,21
63,56,69
40,63,32
52,99,51
53,29,11
84,56,22
15,81,23
92,25,66
11,75,86
76,36,22
98,94,59
38,66,23
81,43,35
73,50,80
90,20,11
13,53,21
82,81,83
52,99,51
15,81,23
81,43,35
31,61,68
31,46,60
50,32,51
67,13,10
45,94,62
56,12,96
71,45,86
57,43,23
29,14,97
75,64,63
30,81,35
10,49,48
78,66,88
27,30,14
61,12,87
84,50,41
11,75,86
97,77,19
54,81,88
86,33,28
64,80,60
70,47,43
70,47,43
33,30,96
70,47,43
28,69,38
14,57,59
78,76,34
88,81,27
38,95,29
49,84,58
86,69,50
43,84,10
54,76,89
58,41,35
81,43,35
57,10,38
82,48,94
25,15,65
47,20,66
19,73,95
90,41,57
99,61,78
70,47,43
15,81,23
21,66,47
28,69,38
54,66,66
57,43,23
98,52,13
64,64,68
66,62,94
82,56,89
91,18,83
61,12,87
57,43,23
30,77,78
47,20,66
61,12,87
44,27,55
62,36,24
89,54,20
53,29,11
50,32,51
60,56,22
67,13,10
88,49,78
94,20,45
70,43,13
56,89,97
79,36,72
40,59,83
71,45,86
79,17,49
70,47,43
44,27,55
88,75,73
31,46,60
98,94,59
28,14,76
60,73,64
66,17,37
48,74,96
52,92,63
34,57,82
88,78,83
40,59,83
80,98,47
83,84,72
33,34,98
24,28,68
88,75,73
73,59,54
70,47,43
66,62,94
27,38,47
28,14,76
99,53,25
28,90,27
57,43,23
15,15,86
33,34,98
59,18,57
42,54,99
56,89,97
28,14,76
75,64,63
88,85,81
54,81,88
40,85,34
27,38,47
28,90,27
45,94,62
43,47,37
98,52,13
53,29,11
33,96,96
88,75,73
22,50,38
50,32,51
90,79,85
81,43,35
48,91,71
89,59,63
28,32,98
44,27,55
24,95,84
35,37,12
14,57,59
54,81,88
10,15,54
59,65,73
45,38,94
95,76,84
43,81,28
59,48,38
72,58,72
45,94,62
70,47,43
73,59,54
90,39,52
43,24,37
79,36,72
73,81,30
70,43,13
66,62,94
50,32,51
99,53,25
81,43,35
37,55,74
99,61,78
30,35,99
21,66,47
28,32,98
54,70,56
11,75,86
33,28,16
97,46,74
67,52,94
10,44,91
42,54,99
13,53,21
70,76,77
75,64,63
65,74,79
85,21,87
98,31,16
86,77,43
30,73,52
98,31,16
48,91,71
57,10,38
71,45,86
88,49,78
41,26,50
84,68,66
82,48,94
25,84,68
48,74,96
73,59,54
72,58,72
54,81,88
67,52,94
47,23,15
75,85,12
84,50,41
51,99,19
97,60,30
57,43,23
13,53,21
59,48,38
82,34,36
86,19,18
59,48,38
28,69,38
17,99,33
96,13,57
33,34,98
14,57,59
73,50,80
39,77,42
70,43,13
82,81,83
57,43,23
54,81,88
19,24,66
54,81,88
42,54,99
12,34,36
31,46,60
88,75,73
81,43,35
59,75,22
73,59,54
57,43,23
21,82,58
81,32,45
70,47,43
60,73,64
92,25,66
73,59,54
13,53,21
54,66,66
49,91,36
91,52,22
29,14,97
81,43,35
42,54,99
87,35,21
66,52,35
59,65,73
94,81,14
73,59,54
30,81,35
13,53,21
12,34,36
94,57,95
49,29,79
15,89,10
70,47,43
50,32,51
69,54,63
70,47,43
60,57,24
53,51,25
24,22,27
74,13,47
83,93,43
82,81,83
66,62,94
47,23,15
13,53,21
81,43,35
57,10,38
59,65,73
74,13,47
61,47,94
45,96,19
76,89,36
90,41,57
84,50,41
45,15,82
55,31,57
66,28,56
73,59,54
25,15,65
53,29,11
98,31,16
34,39,81
94,81,14
78,59,88
45,15,82
81,43,35
67,52,94
87,47,36
36,43,21
48,54,57
70,47,43
94,16,57
81,43,35
66,52,35
12,34,36
22,34,98
49,84,58
59,33,21
30,35,99
53,29,11
35,37,12
73,59,54
78,76,60
57,43,23
86,77,43
44,40,37
95,76,84
57,43,23
85,21,87
88,75,73
54,66,66
70,47,43
49,91,36
78,59,88
86,69,50
71,45,86
39,73,27
97,77,19
44,27,55
84,56,22
45,94,62
48,74,96
70,43,13
47,23,15
70,47,43
39,62,48
32,22,90
88,75,73
23,32,94
55,90,61
79,17,49
87,35,21
76,87,40
70,47,43
70,47,43
91,52,22
95,76,84
19,72,45
19,72,45
73,59,54
19,89,59
57,43,23
28,14,76
12,65,36
66,62,94
74,39,66
37,55,74
39,73,27
56,89,97
88,81,27
56,81,34
10,44,91
97,60,30
82,81,83
67,67,13
69,89,85
64,37,71
31,28,85
38,95,29
24,22,27
48,49,78
57,43,23
47,92,48
95,76,84
97,60,30
88,49,78
70,47,43
10,13,18
90,20,11
29,14,97
23,98,61
67,27,29
88,75,73
96,47,93
81,43,35
86,33,28
45,15,82
17,99,33
52,93,43
60,91,34
78,76,60
10,13,18
81,43,35
61,12,87
52,99,51
40,50,34
59,47,87
94,67,25
40,50,34
49,91,36
94,57,95
26,40,10
97,77,19
59,76,88
94,20,45
67,17,11
99,61,78
47,20,66
29,68,51
28,32,98
59,76,88
50,32,51
60,56,22
54,81,88
34,57,82
78,76,34
28,90,27
44,40,37
34,22,10
55,10,40
31,47,15
32,22,90
52,16,95
74,53,18
81,67,10
29,14,97
59,33,21
48,74,96
78,66,88
31,61,68
88,81,27
25,98,33
81,43,35
56,12,96
48,54,57
25,84,68
11,75,86
69,21,92
16,87,37
87,47,36
35,44,35
32,22,90
30,81,35
69,67,44
29,14,97
67,17,11
57,43,23
67,79,49
27,38,47
56,89,97
54,66,66
57,65,85
31,46,60
53,29,11
61,12,87
94,10,25
31,47,15
57,10,38
53,90,53
79,36,72
94,10,25
61,12,87
93,26,54
86,29,63
88,49,78
59,18,57
56,81,34
52,16,95
59,48,38
70,43,13
15,81,23
79,36,72
51,99,19
59,76,88
60,73,64
39,73,27
79,17,49
39,62,48
59,48,38
97,77,19
67,17,11
65,74,79
81,43,35
40,63,32
69,89,85
94,81,14
81,43,35
28,14,53
45,15,82
91,18,83
59,18,57
60,57,24
69,89,85
59,48,38
34,39,81
70,43,13
23,32,94
45,94,62
15,15,86
66,17,37
55,31,57
94,57,44
53,29,11
87,47,36
31,76,38
79,36,72
48,49,78
25,15,65
94,79,97
59,18,57
60,56,22
15,81,23
75,64,63
45,96,19
79,26,37
23,32,94
59,65,73
60,73,64
78,66,88
87,35,21
88,49,78
82,81,83
33,34,98
82,81,83
11,75,86
24,95,84
70,43,13
84,68,66
66,62,94
56,12,96
79,67,65
70,47,43
87,79,44
88,75,73
40,85,34
67,52,94
93,37,65
54,88,66
22,94,27
47,92,48
13,53,21
87,35,21
85,21,87
15,15,86
55,10,40
48,91,71
82,81,83
66,62,94
82,56,89
61,47,15
48,49,78
44,40,37
85,21,87
86,19,18
55,31,64
79,36,72
74,17,59
53,29,11
73,59,54
60,73,64
89,54,20
65,74,79
49,91,36
45,94,62
69,67,44
32,22,90
87,79,44
10,49,48
30,73,52
42,54,99
92,49,95
73,59,54
43,24,37
70,76,77
94,79,97
59,48,38
26,40,10
70,47,43
81,43,35
58,41,35
78,76,34
70,76,77
29,14,97
28,32,98
98,94,59
64,64,68
14,57,59
29,14,97
95,94,90
51,95,58
12,65,36
67,52,94
24,95,84
53,29,11
97,77,19
58,41,35
59,18,57
10,13,18
81,43,35
29,14,97
73,59,54
48,97,84
87,80,87
53,90,53
81,43,35
90,20,11
10,49,48
73,59,54
49,84,58
67,79,49
36,43,21
41,26,50
13,53,21
74,13,47
39,73,27
69,67,44
16,87,37
35,37,12
21,75,21
34,39,81
88,78,83
31,28,85
11,75,86
93,26,54
94,16,57
12,65,36
40,50,34
13,53,21
81,67,10
50,31,52
69,84,85
14,81,52
99,61,78
15,81,23
81,43,35
85,54,46
75,64,63
34,39,81
98,52,13
69,67,44
56,12,96
98,52,13
12,65,36
39,77,42
39,73,27
54,81,88
39,78,99
48,97,84
66,52,35
92,25,66
61,12,87
57,10,38
40,50,34
39,73,27
39,73,27
24,28,68
84,40,34
67,17,11
84,68,66
39,73,27
82,56,89
59,47,87
57,65,85
56,12,96
70,32,29
53,29,11
82,56,89
43,84,10
88,78,83
81,43,35
72,68,25
56,12,96
21,75,29
88,75,73
84,56,22
22,11,76
79,67,65
79,62,10
69,36,22
94,20,45
29,14,97
28,14,53
76,36,22
48,74,96
61,12,87
15,15,86
60,91,34
39,73,27
73,81,30
40,50,34
90,41,57
15,81,23
24,95,84
72,68,25
67,52,94
97,77,19
61,12,87
74,39,66
43,84,10
28,14,76
47,92,48
28,32,98
82,81,83
73,59,54
52,16,95
25,15,65
45,15,82
34,39,81
38,66,23
67,17,11
79,36,72
88,78,83
82,81,83
52,16,95
47,23,15
67,52,94
86,77,43
66,28,56
21,20,75
49,91,36
67,67,13
14,57,59
15,81,23
13,53,21
76,36,22
70,47,43
76,36,22
59,18,57
22,94,27
94,57,95
73,81,30
79,36,72
70,20,65
23,98,61
28,90,27
54,70,56
36,43,21
67,67,13
48,49,78
75,64,63
12,34,36
79,62,10
70,76,77
69,84,85
53,51,25
88,78,83
34,39,81
28,14,76
49,91,36
59,18,57
94,57,95
29,14,97
70,47,43
60,56,22
59,47,87
67,17,11
53,90,53
53,29,11
11,75,86
47,23,15
56,81,34
29,14,97
19,72,45
24,95,84
82,81,83
21,75,21
86,69,50
82,81,83
77,74,17
88,75,73
79,36,72
70,43,13
21,75,21
33,34,98
57,43,23
91,18,83
60,73,64
54,81,88
93,26,54
72,68,25
94,79,97
90,20,11
79,17,49
56,81,34
98,94,59
98,94,59
79,36,72
44,27,55
97,60,30
23,50,59
19,24,66
70,43,13
57,43,23
46,82,86
70,47,43
78,76,60
66,62,94
94,16,57
72,58,72
94,16,57
10,44,91
74,39,66
88,75,73
24,95,84
66,62,94
70,47,43
88,75,73
45,15,82
81,43,35
54,66,66
70,47,43
75,64,63
67,52,94
70,47,43
25,15,65
70,47,43
19,24,66
45,38,94
31,76,38
67,52,94
81,43,35
59,65,73
29,14,97
24,28,68
31,76,38
67,52,94
14,57,59
53,51,25
59,48,38
59,76,88
35,37,12
73,59,54
47,92,48
65,87,82
23,32,94
94,16,57
17,52,39
70,76,77
70,47,43
87,79,44
50,31,52
24,28,68
87,79,44
86,19,18
61,47,94
95,76,84
52,93,43
67,79,49
23,32,94
19,89,59
73,59,54
65,74,79
12,84,50
98,94,59
40,85,34
59,65,73
52,93,43
85,54,46
25,98,33
59,65,73
15,89,10
66,17,37
45,94,62
54,76,89
40,63,32
92,49,95
78,76,34
49,29,79
13,53,21
39,78,99
21,66,47
81,43,35
95,76,84
50,31,52
51,95,58
28,14,53
91,21,80
88,75,73
24,22,27
97,77,19
24,28,68
53,29,11
71,45,86
40,85,34
59,47,87
84,40,34
84,40,34
43,24,37
53,90,53
40,63,32
30,73,52
18,24,40
82,81,83
94,10,25
45,38,94
13,77,32
33,34,98
13,77,32
70,32,29
13,53,21
25,84,68
19,73,95
98,94,59
39,77,42
59,48,38
81,43,35
61,12,87
24,95,84
44,27,55
28,14,53
56,12,96
49,91,36
98,94,59
54,70,56
67,17,11
87,35,21
83,93,43
21,20,75
24,28,68
76,89,36
59,18,57
14,81,52
96,13,57
49,91,36
89,54,20
71,45,86
15,15,86
70,47,43
11,75,86
45,15,82
29,14,97
47,92,48
35,37,12
29,14,97
63,56,69
82,81,83
21,66,47
54,81,88
57,65,85
10,44,91
57,43,23
66,28,56
59,47,87
79,62,10
38,66,23
70,47,43
70,47,43
67,52,94
65,74,79
86,33,28
54,88,66
71,45,86
94,81,14
98,31,16
15,89,10
88,75,73
30,73,52
85,21,87
99,61,78
37,55,74
70,32,29
97,46,74
59,65,73
40,85,34
85,21,87
73,50,80
72,68,25
82,56,89
70,47,43
87,79,44
61,12,87
92,49,95
75,64,63
70,43,13
89,54,20
24,22,27
60,57,24
28,32,98
69,54,63
96,47,93
81,43,35
73,59,54
29,14,97
79,62,10
59,76,88
82,56,89
72,68,25
29,14,97
29,68,51
49,91,36
29,14,97
86,19,18
22,34,98
79,17,49
29,14,97
54,66,66
15,81,23
48,49,78
81,32,45
44,27,55
60,78,74
94,16,57
70,47,43
79,36,72
24,95,84
55,31,64
70,47,43
31,47,15
29,14,97
54,66,66
70,32,29
19,12,89
15,81,23
88,81,27
69,21,92
33,34,98
24,28,68
31,46,60
29,14,97
47,92,48
29,10,64
76,89,36
92,49,95
59,65,73
18,24,40
15,81,23
57,43,23
39,73,27
49,91,36
12,65,36
43,84,10
60,73,64
59,48,38
22,94,27
30,77,78
82,56,89
19,24,66
57,43,23
15,89,10
57,43,23
32,22,90
35,37,12
82,56,89
82,81,83
99,53,25
70,43,13
53,29,11
88,57,66
52,16,95
78,59,88
50,64,15
94,57,95
65,74,79
53,29,11
67,52,94
88,72,69
13,77,32
57,43,23
26,40,10
26,40,10
93,26,54
44,27,55
59,65,73
88,78,83
15,15,86
79,36,72
57,43,23
35,44,35
25,15,65
54,81,88
55,31,64
70,47,43
58,41,35
45,94,62
66,62,94
70,47,43
86,19,18
62,36,24
88,81,27
67,67,13
15,89,10
59,33,21
29,68,51
24,22,27
70,43,13
57,10,38
16,87,37
74,39,66
72,19,19
70,47,43
70,20,65
59,33,21
31,76,38
